ImageInput,Augmentation,Scheduler,CriterionWeight,OptimizerType,OptimizerLR,LossFunction,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D121,5,0.9097796143250688,0.8880855986119144,0.8118815147117033,0.8425010122521845,0.9278778682723795,0.042911005546772185,10
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D169,1,0.9221763085399449,0.8979862507631757,0.8459889167436337,0.8686314778118056,0.9394799026016863,0.041391564175727875,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D169,2,0.9173553719008265,0.8845314007073197,0.8443066367594669,0.8623239937419998,0.9426465472777651,0.03959597736951362,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D169,3,0.9180440771349863,0.8872681466952979,0.8434160179443199,0.8628735229905171,0.9411561851527547,0.03990622826231923,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D169,4,0.9166666666666666,0.8818696902647528,0.8451972555746141,0.8617772774154872,0.9456872458587724,0.049354644775327354,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D169,5,0.9194214876033058,0.8866863934768835,0.8495513920042221,0.8663466236166281,0.9488508918183018,0.04834428359925149,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,Vit,1,0.9049586776859504,0.8609920634920635,0.8273518933896292,0.8425840673481508,0.9295781405558422,0.03609456317498559,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,Vit,2,0.8980716253443526,0.8563849943160288,0.8045916347803139,0.8266520392359318,0.9293412419484461,0.03241776998303118,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,Vit,3,0.8870523415977961,0.8367933860938384,0.7858556537801821,0.8073317000391602,0.9207559164677517,0.025253079959068978,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,Vit,4,0.9022038567493113,0.8702922434629752,0.8032062277345297,0.8306034992704376,0.9264054984466648,0.03700883685586502,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,Vit,5,0.8932506887052342,0.8370983060820512,0.8161037076131417,0.8259255391969185,0.9287205076227374,0.03244748750388144,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R18,1,0.9118457300275482,0.8840959225788088,0.8237234463649559,0.8491683222313116,0.9374017920330098,0.039983163511473914,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R18,2,0.90633608815427,0.8716685613237337,0.8176540440691384,0.8407072792978834,0.9258987153498303,0.04183441834541502,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R18,3,0.9097796143250688,0.871612881549549,0.8316730439371949,0.8494852197005245,0.9256948026244768,0.046078266875598246,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R18,4,0.9084022038567493,0.8828657126788727,0.8123433170602983,0.8410932798147586,0.9374797586632921,0.03264341776034898,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R18,5,0.9146005509641874,0.8880935556811758,0.8293970180762633,0.8543239683222918,0.938832179827034,0.04518777644303518,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R34,1,0.9084022038567493,0.8619049132902037,0.8413708932576858,0.8510485513724226,0.9226660989096668,0.034340041640635297,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R34,2,0.9042699724517906,0.8693693693693694,0.8124092888243832,0.8364545543680753,0.9223812208374816,0.03186553285785943,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R34,3,0.9207988980716253,0.9015217787172356,0.8372146721203324,0.8642808665932449,0.926483465076947,0.02401697776891984,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R34,4,0.9028925619834711,0.863858936292129,0.8141905264546774,0.8355913570065119,0.930693663112188,0.022904333343928572,9
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R34,5,0.9104683195592287,0.8672818791946308,0.8413379073756433,0.8533866472797771,0.9239435521596757,0.026581554910099257,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R50,1,0.912534435261708,0.8696015759161131,0.8465826626203985,0.8573712482452172,0.9407603545682448,0.03488761428719385,8
224,none,reduce_on_plateau,None,Adam,0.0001,TCEL,R50,2,0.9139118457300276,0.8743972127704606,0.8448014249901041,0.8584268768969043,0.9432402931545298,0.02984470660978766,8
